item,review,date,rating,review_word,item_url,year
Toto IV,Five Stars,"March 28, 2018",5,JUST WHAT MY 5 YEAR OLD WANTED. FAST DELIVERY.,https://www.amazon.com/Toto-IV/dp/B0000025P9/ref=sr_1_1?crid=2YCB54U5XGT8O&dib=eyJ2IjoiMSJ9.Mvsj5zCw_pAAuQf1kWcrSA.5rsvgNuHa2wMu7rc-yLV67oSTTpGKtGs0aLL_CHBiYo&dib_tag=se&keywords=B0000025P9&qid=1716308318&sprefix=b0000025p9%2Caps%2C363&sr=8-1,2018
Oops!... I Did It Again,Good cd,"September 29, 2018",5,Good cd,https://www.amazon.com/Oops-Did-Again-Britney-Spears/dp/B00004SCX6/ref=sr_1_1?crid=10TBQ1GO36VOG&dib=eyJ2IjoiMSJ9.vGUOfWSSqyfoD6i8rUxrvQ.dvpeNpX46bvlykkO8wQ66PY65ccI2ljKCIQUo6-6oww&dib_tag=se&keywords=B00004SCX6&qid=1716240533&sprefix=b00004scx6%2Caps%2C364&sr=8-1,2018
The Singable Songs Collection,Wonderful cd for young kids,"June 28, 2018",5,"I love this cd. My three, now four year old boy sings every song. They are fun and uplifting songs. Even my six and nine year old like the songs, most of the time. I often hear him singing the songs on his own, even when the cd is not playing. Love it. I will be using this set of three cd's for my preschool in the fall.",https://www.amazon.com/Singable-Songs-Collection-Raffi/dp/B0000003IO/ref=sr_1_1?crid=298ZXWZ311XF9&dib=eyJ2IjoiMSJ9.1hBSeKyGYeayCLGSRpmXTw.m1Afw24OU3wXwspQ4d7gkCJo3_tZEL8feNNQo0rpW30&dib_tag=se&keywords=B0000003IO&qid=1716285979&sprefix=b0000003io%2Caps%2C215&sr=8-1,2018
What a Diff'rence a Day Makes!,Five Stars,"February 16, 2018",5,Reminds me of my parents and my youth. Such a classic voice!,https://www.amazon.com/What-Diffrence-Makes-Dinah-Washington/dp/B00004RD63/ref=sr_1_1?crid=18XHNVHF7XWG0&dib=eyJ2IjoiMSJ9.XCO8_iwnpi3pFvbHfYcQgA.OIaxWI1p5cBGTzHEvlFjunHBTGDvof7c3llE3UQwJHo&dib_tag=se&keywords=B00004RD63&qid=1716401360&sprefix=b00004rd63%2Caps%2C195&sr=8-1,2018
Antichrist Superstar,Five Stars,"January 27, 2018",5,Wherever you are. You're Legend lives on! America's Mechanical Hero,https://www.amazon.com/Antichrist-Superstar-Marilyn-Manson/dp/B000001Y2U/ref=sr_1_1?crid=1NR6NX5Z7ZUCY&dib=eyJ2IjoiMSJ9.qL2UIBu8WzeeTOxp22ihYA.GglBOjR-g1nUeh0PAyhbq_gqQKDFr4W2YHeZRY411xo&dib_tag=se&keywords=B000001Y2U&qid=1716294963&sprefix=b000001y2u%2Caps%2C186&sr=8-1,2018
Molly Hatchet,The only problem is that it is not as in ...,"January 1, 2018",5,The only problem is that it is not as in the ad. The CD I received has a release date of 1978 on it. Not 2008 as advertised.,https://www.amazon.com/Molly-Hatchet/dp/B0000025D5/ref=sr_1_1?crid=QIR91MTZ4FBM&dib=eyJ2IjoiMSJ9.twZABq77J7RZtNvTerV7Rg.Dbf8EOJenS0zRwUtlVSnLrT2P7rOxhNbJEyT95DH07o&dib_tag=se&keywords=B0000025D5&qid=1716305551&sprefix=b0000025d5%2Caps%2C342&sr=8-1,2018
Bob Dylan's Greatest Hits,Greatest Hits by the Greatest Songwriter,"August 19, 2018",5,"This is a great selection of some of Bob Dylan's greatest hits.
I would highly recommend it.",https://www.amazon.com/Bob-Dylans-Greatest-Hits-Dylan/dp/B00000J7SM/ref=sr_1_1?crid=3DGJSOKU7IZSU&dib=eyJ2IjoiMSJ9.1sqf0F1F_4oVBcQfLlS4Yw.m3YrRSja5d1egNnLWTf7pbV67g-30Rk0CM3GMgJFmY4&dib_tag=se&keywords=B00000J7SM&qid=1716331326&sprefix=b00000j7sm%2Caps%2C359&sr=8-1,2018
Defenders of the Faith,What a bonus to have the live songs. They played that setlist in SLC when I saw them,"December 3, 2018",5,"I had this album when it first came out and loved it. Over the years and many moves, the album got damaged. So I had to purchase this again for my computer and phone. The Sentinel has some of the best lyrics of any song I have heard. You can actually picture the scenes while the song kicks ass. The live songs were recorded in CA, and that is the same set list that they played when I saw them in SLC on that tour, save for the song Defenders of the Faith. Excellent album. I also recommend Redeemer of Souls and Firepower, their most recents. Hell Bent for Leather was my first Judas Priest experience as a teen, and it is awesome they are still making music and touring. They sounded great this year with Deep Purple.",https://www.amazon.com/Defenders-Faith-Judas-Priest/dp/B0000025YM/ref=sr_1_1?crid=1885HT1K7DHOF&dib=eyJ2IjoiMSJ9.p-2y_EbjVsMx2FxXbC0Eig.m3rRgD1QQbuuc6YyWaPk2CgjRhaSX-1lr51K_3nSIeg&dib_tag=se&keywords=B0000025YM&qid=1716311071&sprefix=b0000025ym%2Caps%2C1013&sr=8-1,2018
Taming of the Shrew -DVD,"Well Done. Best later production of the Bard's ""Taming..."" aside from the 1920's pix.","January 27, 2018",5,"Read ""The Taming of the Shrew"" in college, post-grad & for entertainment. While I was never a big fan of Liz & Dick, as far as movies go, this is one of the best productions except those made in the ""talkies"" from 1920's.",https://www.amazon.com/Taming-Shrew-Richard-Burton/dp/B00000JL7T/ref=sr_1_1?crid=2MONHXCLTDSQG&dib=eyJ2IjoiMSJ9.ToDS16XyIdpDzBWkweMDOA.xjGuyxUKSx-1uNXy4Um_EijsACDc4YCHZklBOnVVrCc&dib_tag=se&keywords=B00000JL7T&qid=1716380171&sprefix=b00000jl7t%2Caps%2C342&sr=8-1,2018
Human Clay,Classic creed,"October 14, 2018",5,I used to have this and it's nice to have it again.,https://www.amazon.com/Human-Clay-Creed/dp/B00001NFCY/ref=sr_1_1?crid=20OQDXYIJOVPP&dib=eyJ2IjoiMSJ9.nlT4GmPFxhARgfp2sKJ71w.H_gwjyQQlIC1SUSXCFddORyRakhO7yRgu9j3sGcCS7A&dib_tag=se&keywords=B00001NFCY&qid=1716234155&sprefix=b00001nfcy%2Caps%2C339&sr=8-1,2018
RAGE AGAINST THE MACHINE,Must have vinyl for any Rock-Funk Lovers out there. They just don't make bands like this anymore.,"April 20, 2018",5,"Legendary and hard hitting. Too good to be considered a classic and too hard-core for the ""folk rock"" outbreak that seems to be infecting us everywhere in the post-2010 era. Long live the rock-funk, punk-metal of the future!",https://www.amazon.com/Rage-Against-Machine/dp/B0000028RS/ref=sr_1_1?crid=VBS29MELSOA3&dib=eyJ2IjoiMSJ9.VWPcOWPyTyv5ICwl-eFZuQ.xjqxaHLS7hgSUbiLdsxg3P_bk__iyD9EZsOD0jn7lEs&dib_tag=se&keywords=B0000028RS&qid=1716317138&sprefix=b0000028rs%2Caps%2C367&sr=8-1,2018
Live Alive,Talented Guitar Player!,"June 1, 2018",5,Stevie is always Great.,https://www.amazon.com/Alive-Stevie-Vaughan-Double-Trouble/dp/B00000268O/ref=sr_1_1?crid=1XHAFFY8ZUXLA&dib=eyJ2IjoiMSJ9.MyqkFG-svd5hK0daHKFhcQ.fh-RxEMwIFajAkC2vkJJNCzfxNMZ4Bo9KeEV3nC-IRM&dib_tag=se&keywords=B00000268O&qid=1716313084&sprefix=b00000268o%2Caps%2C336&sr=8-1,2018
Riddle Box,Awesome,"October 2, 2018",5,Great product highly recommend,https://www.amazon.com/Riddle-Box-Insane-Clown-Posse/dp/B00000057M/ref=sr_1_1?crid=22LNFUC6O3KYO&dib=eyJ2IjoiMSJ9.dpW2X3uudffdBpj7m-IC_g.dOmyc2f7xuihAsiwa2gz7NzPVxykGYnHacpvnLYUmbY&dib_tag=se&keywords=B00000057M&qid=1716291071&sprefix=b00000057m%2Caps%2C348&sr=8-1,2018
Riddle Box,Violent J is amazing. But Shaggy shouldn't be in as many songs ...,"February 4, 2018",4,"Violent J is amazing.
But Shaggy shouldn't be in as many songs as he is..
He is like Sen DOg from CypressHill, DannyBoy form HousePain or all other sidekicks
who are funny voice gimmick boosters...Yeha yeah we get it, you have stretchy nuggz...
~This was my intro to ICP back when it dropped and ii was hooked..All the way until about 2007 and then it became absolutely unbearable..
Im no hater, but i like what i like & dislike what i dislike...Ive seen them 3 or 4 times and loooved it..But im no Juggalo..
***the only TooDope verse i liked was ""Im TooDope & i sport tight Wranglers, DOn't say a word or i'll kick you in the neck b***h""
rotf. That always cracked me up......
This isn't worth buying unless youre a Juggalo or Juggaho & you want to collect..
mcl",https://www.amazon.com/Riddle-Box-Insane-Clown-Posse/dp/B00000057M/ref=sr_1_1?crid=22LNFUC6O3KYO&dib=eyJ2IjoiMSJ9.dpW2X3uudffdBpj7m-IC_g.dOmyc2f7xuihAsiwa2gz7NzPVxykGYnHacpvnLYUmbY&dib_tag=se&keywords=B00000057M&qid=1716291071&sprefix=b00000057m%2Caps%2C348&sr=8-1,2018
Safe As Milk,Mandatory,"December 18, 2018",5,Outstanding album and the bonus tracks are priceless. The version of Trust Us included here might be my favorite Beefheart song.,https://www.amazon.com/Safe-Milk-Captain-Beefheart-Magic/dp/B00000J7A2/ref=sr_1_1?crid=3OB4RSYYT10Z6&dib=eyJ2IjoiMSJ9.0oUC8ESrocopMENWxmmQrQ.UO76G8chO-UYZsHJOnMj5WeYPQMCxHmJEUVvUp1pOfU&dib_tag=se&keywords=B00000J7A2&qid=1716328411&sprefix=b00000j7a2%2Caps%2C365&sr=8-1,2018
Defenders of the Faith,30th 3CD Anniversary BAD TO THE BONE!!!,"April 17, 2018",5,This is without a doubt my favorite Priest album. I have their entire catalog on CD and vinyl and it gets no better than this set right here. Loved it since the cassettes I wore out back in the day. The live CDs are PHENOMINAL,https://www.amazon.com/Defenders-Faith-Judas-Priest/dp/B0000025YM/ref=sr_1_1?crid=1885HT1K7DHOF&dib=eyJ2IjoiMSJ9.p-2y_EbjVsMx2FxXbC0Eig.m3rRgD1QQbuuc6YyWaPk2CgjRhaSX-1lr51K_3nSIeg&dib_tag=se&keywords=B0000025YM&qid=1716311071&sprefix=b0000025ym%2Caps%2C1013&sr=8-1,2018
12 Play,Good cd,"November 20, 2018",4,This is one of the best ads from r kelly,https://www.amazon.com/12-Play-R-Kelly/dp/B00000050T/ref=sr_1_1?crid=197FHP3M000KZ&dib=eyJ2IjoiMSJ9.gV50wj3l6g2DcobdeQZFVQ.opjc9CzbJCQGfb7hetBYAEiLZcTu2lBBK-2hUv7NdSQ&dib_tag=se&keywords=B00000050T&qid=1716288846&sprefix=b00000050t%2Caps%2C325&sr=8-1,2018
Bushnell Powerview 16x50 Binocular,Worth the money!,"December 14, 2018",4,Seems to be clear and work good. Give it a 4 because the packaging was mangled up s little.,https://www.amazon.com/Bushnell-131650-Powerview-16x50-Binocular/dp/B00000J6WY/ref=sr_1_1?crid=1I40MFHIDGILJ&dib=eyJ2IjoiMSJ9.KNr0m1DOHyET_MBtqsSfLQ.E7-2DsB_O5eBWONpmwDZkqUQu1tm-l6McefvD41s1nY&dib_tag=se&keywords=B00000J6WY&qid=1716327670&sprefix=b00000j6wy%2Caps%2C369&sr=8-1,2018
Turbo,I love Judas Priest,"August 13, 2018",5,I love Judas Priest. yes this is poppy. yes this is commercial. but it still is a great album. every track is a good one.,https://www.amazon.com/Turbo-Judas-Priest/dp/B000002657/ref=sr_1_1?crid=3BGIFCD4QMAC9&dib=eyJ2IjoiMSJ9.4Lt9lOZW6aLzDYaucPf8Jg.ydzZskQEsB62kEq0d3GVh20YhkOdAutQf0Y7_zLvKfU&dib_tag=se&keywords=B000002657&qid=1716312347&sprefix=b000002657%2Caps%2C399&sr=8-1,2018
Hercules (Walt Disney Gold Classic Collection),What a great deal for this blu-ray feature!,"January 1, 2018",4,"The reason I’m rating 4 stars is because no matter when or where I watch this, the same scene gets skipped over, as if it’s scratched, though it came brand new and sealed. It’s still a steal for the price, and it’s only one scene. But it’s something to note. There’s a good chance, mine is just a faulty one.",https://www.amazon.com/Hercules-Walt-Disney-Classic-Collection/dp/B00004R99R/ref=sr_1_1?crid=2FTSH42AV5379&dib=eyJ2IjoiMSJ9.6I9WynejnQbIMfFL9XYLQQ.bw6tUbOzXPN5es-V0RIcFynfL6ZWiMQrvc1EuwhZPbY&dib_tag=se&keywords=B00004R99R&qid=1716395158&sprefix=b00004r99r%2Caps%2C348&sr=8-1,2018
Toto IV,Five Stars,"August 2, 2018",5,Classic record. Enough said.,https://www.amazon.com/Toto-IV/dp/B0000025P9/ref=sr_1_1?crid=2YCB54U5XGT8O&dib=eyJ2IjoiMSJ9.Mvsj5zCw_pAAuQf1kWcrSA.5rsvgNuHa2wMu7rc-yLV67oSTTpGKtGs0aLL_CHBiYo&dib_tag=se&keywords=B0000025P9&qid=1716308318&sprefix=b0000025p9%2Caps%2C363&sr=8-1,2018
"Bach: Goldberg Variations, BWV 988 (Recorded 1981)",Other players did better,"November 4, 2018",3,"Over the time I got have several versions of the GB, on piano, harpsichord, organ, but the best version is that on piano by Andras Schiff. The way Gould plays the GB is rather mechanical and it feel a bit like a chore to listen to it, while the Schiff version can be enjoyed as music.",https://www.amazon.com/Bach-Goldberg-Variations-Johann-Sebastian/dp/B0000025PM/ref=sr_1_1?crid=1SZ3D39VND9KV&dib=eyJ2IjoiMSJ9.qlsBm40OUEV1kJTy5adiEw.JJrrwUQQHPvn2GUljytou5wM1cJHFXa522Mh7AppVDg&dib_tag=se&keywords=B0000025PM&qid=1716309056&sprefix=b0000025pm%2Caps%2C356&sr=8-1,2018
A Collection Greatest Hits...And More,Five Stars,"March 2, 2018",5,Bought it for my wife. She likes it.,https://www.amazon.com/Barbra-Streisand-Collection-Greatest-Hits/dp/B0000026W1/ref=sr_1_1?crid=VLKRLPE2JKZO&dib=eyJ2IjoiMSJ9.pytSBNQjyo5r_mdtOOqPig.d_8yoOCCb7mSLySZXH1JHA3gpOY39_0P-R-xFQ9kChI&dib_tag=se&keywords=B0000026W1&qid=1716314317&sprefix=b0000026w1%2Caps%2C377&sr=8-1,2018
Speakerboxxx / The Love Below,just like my original disc purchase,"February 10, 2018",4,"The last track ""A Day in the Life of Andre Benjamin"" was missing the last part of the track that was on the original disc. I bought as a replacement to the original CDs I had bought years ago. Other than that, just like my original disc purchase.",https://www.amazon.com/Speakerboxxx-Love-Below-Outkast/dp/B0000AGWFX/ref=sr_1_1?crid=1AFQTL8YLGFHB&dib=eyJ2IjoiMSJ9.JnRZsWrxq02bSJU0kjXMfA.1b03CaAMVgOIuBb3mRU_UM-SlP50aHbtx9Uuztz-JLc&dib_tag=se&keywords=B0000AGWFX&qid=1716281291&sprefix=b0000agwfx%2Caps%2C385&sr=8-1,2018
Sky Is Crying,The sound coming out of the. 19 in subs,"October 23, 2018",5,The sound,https://www.amazon.com/Crying-Stevie-Vaughan-Double-Trouble/dp/B0000027KO/ref=sr_1_1?crid=3FXO3XAETZQ1T&dib=eyJ2IjoiMSJ9.2fyOwUvpUnv13bKuqApHFg.yVd0Z34eNwLlnxGF_ere0tmYyVK0VZyI5HqmpB3ezrk&dib_tag=se&keywords=B0000027KO&qid=1716315352&sprefix=b0000027ko%2Caps%2C230&sr=8-1,2018
The Very Best of Acoustic Alchemy,"Smooth, beautiful guitar music","January 10, 2018",5,"Masterful steel and nylon string acoustic guitar work. Mellow, but not sleepy. Smooth jazz. Finely crafted anthology of their circa 1990-2000 hits.",https://www.amazon.com/Very-Best-Acoustic-Alchemy/dp/B00006F1IJ/ref=sr_1_1?crid=1OD4SVI2T59IV&dib=eyJ2IjoiMSJ9.ICSo6VOJJ-CVE84EVp7QzA.BgSkEPIipbwbnU4uoFfE3rVHj7saZxWI1Rw_LeKtHdU&dib_tag=se&keywords=B00006F1IJ&qid=1716279857&sprefix=b00006f1ij%2Caps%2C352&sr=8-1,2018
Molly Hatchet,One of my favorite Southern Rock bands,"June 22, 2018",5,Their first album. I had all of their albums on LP records. One of my favorite Southern Rock bands!!,https://www.amazon.com/Molly-Hatchet/dp/B0000025D5/ref=sr_1_1?crid=QIR91MTZ4FBM&dib=eyJ2IjoiMSJ9.twZABq77J7RZtNvTerV7Rg.Dbf8EOJenS0zRwUtlVSnLrT2P7rOxhNbJEyT95DH07o&dib_tag=se&keywords=B0000025D5&qid=1716305551&sprefix=b0000025d5%2Caps%2C342&sr=8-1,2018
Kid A,Great album. Even better on vinyl,"August 9, 2018",5,Great album. Even better on vinyl. If you're a Radiohead fan and are entering into collect their albums on vinyl make this one of your firsts.,https://www.amazon.com/Kid-Radiohead/dp/B00004XONN/ref=sr_1_1?crid=X6KGARGJXXUD&dib=eyJ2IjoiMSJ9.DfEgN3kHLezvSGaUhgs6Aw.gCThQD7-l8NSKEo2639GEXB9dWn3wEZBJBOdy4GBkSw&dib_tag=se&keywords=B00004XONN&qid=1716243549&sprefix=b00004xonn%2Caps%2C184&sr=8-1,2018
Big Picture,Michael W Smith,"September 15, 2018",5,"Growing up I listened to Christian music(and I still do) and Michael W Smith happened to be one of the artists my family always liked. I don't know what my favorite song is so that's how much I love this cd. Having Chris Rodriguez as his background vocals you just cant go wrong. Chris just happens to be a favorite for other artists to use for his voice( Idle Cure's ""Eclipse"" for example. And to have Brown Bannister produce the cd was also nice to see(he produced White hearts ""Freedom"". A must have for Christian Music from the 80's",https://www.amazon.com/Big-Picture-Michael-W-Smith/dp/B0000004R1/ref=sr_1_1?crid=2QK6XG763PYQ0&dib=eyJ2IjoiMSJ9.dtFjF_aKXfOeToUgvZ9kXA.PzJR4EnIy1hDVfWwcfii0WkVHFFcyI2uhzO_eSNkb6w&dib_tag=se&keywords=B0000004R1&qid=1716288118&sprefix=b0000004r1%2Caps%2C184&sr=8-1,2018
High Country Snows,WONDERFUL.,"February 1, 2018",5,DITTO ON DAN FOGELBERG. WONDERFUL.,https://www.amazon.com/High-Country-Snows-Dan-Fogelberg/dp/B00000261V/ref=sr_1_1?crid=XT4N6YVBTPUK&dib=eyJ2IjoiMSJ9.tAZafTCS4JmVTfR63ZFIfw.8by2Cr0Mi-Ie2Xci-Tfw5srWl9eZbxPjGcgiwHBZDuk&dib_tag=se&keywords=B00000261V&qid=1716311609&sprefix=b00000261v%2Caps%2C214&sr=8-1,2018
Safe As Milk,Legendary album finally in mono.,"March 4, 2018",5,"Safe As Milk is a timeless piece of music. It has the beatnik-styled poetry and randomly fascinating sense of style, cohesion, and innovation that all great art has. The band is great and captivating for nearly the entire album front to back. It may be the Beef's best album. That will depend on your own taste. It is certainly their most popular and endearing next to Trout Mask Replica. It is also one of the best albums of all time.

There is enough going on here for any music fan. There are anthems, rock outs, solos, good bass, and competent drums. And while not all of it is quite as crazy or innovative as some people tend to exaggerate, it is still the exhilarating and profound album that it was back in the 60s. Not much has changed. Pop music is a lot worse. But this kind of creativity powers on.

The album was changed to stereo by the suits. It was never meant to be heard this way. And now we have a great remaster with good dynamic range that gives us what we have been waiting for. Amazing. Highly recommended.",https://www.amazon.com/Safe-Milk-Captain-Beefheart-Magic/dp/B00000J7A2/ref=sr_1_1?crid=3OB4RSYYT10Z6&dib=eyJ2IjoiMSJ9.0oUC8ESrocopMENWxmmQrQ.UO76G8chO-UYZsHJOnMj5WeYPQMCxHmJEUVvUp1pOfU&dib_tag=se&keywords=B00000J7A2&qid=1716328411&sprefix=b00000j7a2%2Caps%2C365&sr=8-1,2018
Speakerboxxx / The Love Below,Speaksss for itself,"May 27, 2018",5,What? I gotta hype this?,https://www.amazon.com/Speakerboxxx-Love-Below-Outkast/dp/B0000AGWFX/ref=sr_1_1?crid=1AFQTL8YLGFHB&dib=eyJ2IjoiMSJ9.JnRZsWrxq02bSJU0kjXMfA.1b03CaAMVgOIuBb3mRU_UM-SlP50aHbtx9Uuztz-JLc&dib_tag=se&keywords=B0000AGWFX&qid=1716281291&sprefix=b0000agwfx%2Caps%2C385&sr=8-1,2018
No Strings Attached,Will always love them,"September 15, 2018",5,Everything was perfect.,https://www.amazon.com/No-Strings-Attached-N-Sync/dp/B00004NRPZ/ref=sr_1_1?crid=5YHVOVOPHFCR&dib=eyJ2IjoiMSJ9.dDSgei2nNJfpY716mP3ABg.azOQBCUROox2JyU67ZR2CMK4uZwhIwGFBrtyOqLizg4&dib_tag=se&keywords=B00004NRPZ&qid=1716238819&sprefix=b00004nrpz%2Caps%2C362&sr=8-1,2018
Molly Hatchet,Four Stars,"July 22, 2018",4,Case came damaged,https://www.amazon.com/Molly-Hatchet/dp/B0000025D5/ref=sr_1_1?crid=QIR91MTZ4FBM&dib=eyJ2IjoiMSJ9.twZABq77J7RZtNvTerV7Rg.Dbf8EOJenS0zRwUtlVSnLrT2P7rOxhNbJEyT95DH07o&dib_tag=se&keywords=B0000025D5&qid=1716305551&sprefix=b0000025d5%2Caps%2C342&sr=8-1,2018
A Goofy Movie (Walt Disney Gold Classic Collection) [VHS],Brings back fond memories,"May 2, 2018",5,Probably one of my favorite childhood movies. The storyline is great and the ending brings back very fond memories. I would definitely recommend for anyone of all ages! Just know that you're probably going to get one of these songs stuck in your head by the end of the movie!,https://www.amazon.com/Goofy-Movie-Disney-Classic-Collection/dp/B00004R99E/ref=sr_1_1?crid=1O3AZ73HIX2N7&dib=eyJ2IjoiMSJ9.rFFKhFdIg3yQkNA1Z96tSg.XXyyJwmBWlm42HFvoqzQz6wSk5LhJqsZRmz54Ztdl9g&dib_tag=se&keywords=B00004R99E&qid=1716404405&sprefix=b00004r99e%2Caps%2C527&sr=8-1,2018
Blonde On Blonde,A great rerecording.,"June 20, 2018",5,"The ""360 degree sound"" remix is stunning. If you have a good sound system, you'll hear flat, balanced intonation and full dynamic range from every instrument. A great rerecording.",https://www.amazon.com/Blonde-Bob-Dylan/dp/B0000024OG/ref=sr_1_1?crid=ODGWSXF2R1V3&dib=eyJ2IjoiMSJ9.YobfO0vpmjirUvZrJzv7Jw.4DeK6kFpYa-PEr83c36BJ0trrWwgfVFTvMDNdmTUFqI&dib_tag=se&keywords=B0000024OG&qid=1716298427&sprefix=b0000024og%2Caps%2C345&sr=8-1,2018
Painkiller,The best metal album ever made,"October 27, 2018",5,"The title is a bold statement, but in my humble opinion it is true. No album in the realm of metal is better than this one. Rob Halford's voice is at its absolute peak (and he was 40 years old when this album was recorded!), the guitar-work is absolutely phenomenal, and the drumming is simply mind-blowing. There is literally not a bad song on this album, hell there isn't even a good song, they're all beyond fantastic. It's simply pure perfection .The title track is probably the most iconic metal song ever recorded, I would say it's the pure definition of heavy metal. Hell Patrol and All Guns Blazing are just pure anthems of metal, Metal Meltdown is fast and thrashy as hell, and Leather Rebel is just such a fun song to listen to with it's rebellious spirit. A Touch of Evil is easily one of the best songs the band ever made, it has such a mysterious and evil vibe to it that you can't help but just bask in. The high notes that Rob hit towards the bridge to this song are simply mind-blowing. And then of course you have the epics Between the Hammer and the Anvil and Battle Hymn/One Shot at Glory, the latter song being my personal favorite Priest song. Overall, if you want to start someone out in the world of metal, or if you somehow haven't heard this album before, get this. It will seriously change your life.",https://www.amazon.com/Painkiller-Judas-Priest/dp/B0000027F3/ref=sr_1_1?crid=1Q9M6UKQTEES5&dib=eyJ2IjoiMSJ9.a4e3ZhlDOTTWAQcxfeFJxA.Qp8LxrwVOeStVq292mXc7GkWsPk0ZdpJYfI4OHwYgw0&dib_tag=se&keywords=B0000027F3&qid=1716315182&sprefix=b0000027f3%2Caps%2C195&sr=8-1,2018
Sky Is Crying,Big SRV Fan,"July 26, 2018",5,"I’m a big STV fan and have several of his vinyl albums as well as CDs. For some reason I overlooked this particular album. Since I had a choice of either CD or vinyl, I went with the vinyl. This is a great album. I purchased specifically for the track “Sky Is Crying”. While I have the song on a CD greatest hits, I wanted the vinyl version. I recommend this album to any SRV fans. If you’re not familiar with SRV, this is a great album to introduce you to his music.",https://www.amazon.com/Crying-Stevie-Vaughan-Double-Trouble/dp/B0000027KO/ref=sr_1_1?crid=3FXO3XAETZQ1T&dib=eyJ2IjoiMSJ9.2fyOwUvpUnv13bKuqApHFg.yVd0Z34eNwLlnxGF_ere0tmYyVK0VZyI5HqmpB3ezrk&dib_tag=se&keywords=B0000027KO&qid=1716315352&sprefix=b0000027ko%2Caps%2C230&sr=8-1,2018
